title,release_date,release_year,popularity,vote_count,vote_average,names_actors,name_director,budget,revenue,return
Jimmy P.,2013-09-11,2013,4.50333,30.0,6.0,"['Benicio del Toro', 'Mathieu Amalric', 'Elya Baskin', 'A Martinez', 'Misty Upham', 'Danny Mooney ', 'Linda Boston', 'Michelle Thrush', 'Taras Los', 'John Dickerson', 'Julie Sifuentes Etheridge', 'Lily Gladstone']",Arnaud Desplechin,10000000.0,30283.0,0.0030283
Shanghai Noon,2000-05-26,2000,10.308442,756.0,6.2,"['Jackie Chan', 'Owen Wilson', 'Lucy Liu', 'Xander Berkeley', 'Roger Yuan', 'Yu Rong-Guang', 'Walton Goggins', 'Jason Connery', 'Adrien Dorval', 'Stacy Grant', 'Kate Luyben', 'Henry O', 'Simon Baker', 'Alan C. Peterson', 'Rad Daly', 'Eliza Norbury', 'Brandon Merrill', 'Eric Chen', 'Ya Hi Cui', 'Rafael Báez', 'Russell Badger', 'Sam Simon']",Tom Dey,55000000.0,56932305.0,1.0351328181818182
Shiri,1999-02-13,1999,7.036727,41.0,6.0,"['Han Seok-kyu', 'Choi Min-sik', 'Yunjin Kim', 'Song Kang-ho', 'Park Yong-woo', 'Johnny Kim', 'Hwang Jung-min', 'Jang Hyun-sung', 'Lee Seung-Shin', 'Kim Su-ro', 'Lee Jong-hyuk', 'Yoon Joo-sang']",Kang Je-gyu,5000000.0,0.0,0.0
Rent,2005-11-23,2005,9.530278,159.0,6.7,"['Anthony Rapp', 'Adam Pascal', 'Rosario Dawson', 'Jesse L. Martin', 'Wilson Jermaine Heredia', 'Idina Menzel', 'Tracie Thoms', 'Taye Diggs', 'Aaron Lohr', 'Daniel London', 'Sarah Silverman', 'Daryl Edwards', 'Anna Deavere Smith']",Chris Columbus,40000000.0,31670620.0,0.7917655
Dead Man,1995-12-23,1995,6.505272,397.0,7.2,"['Johnny Depp', 'Gary Farmer', 'Crispin Glover', 'Lance Henriksen', 'Michael Wincott', 'Eugene Byrd', 'John Hurt', 'Robert Mitchum', 'Iggy Pop', 'Gabriel Byrne', 'Jared Harris', 'Mili Avital', 'Jimmie Ray Weeks', 'Mark Bringelson', 'John North', 'Alfred Molina', 'Billy Bob Thornton', 'Michelle Thrush']",Jim Jarmusch,9000000.0,0.0,0.0
Taken 2,2012-09-27,2012,16.376482,2783.0,6.1,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen', 'Rade Serbedzija', 'Luke Grimes', 'Jon Gries', 'Leland Orser', 'D. B. Sweeney', 'Kevork Malikyan', 'Alain Figlarz', 'Frank Alvarez', 'Aclan Büyüktürkoğlu', 'Olivier Rabourdin', 'Ergun Kuyucu', 'Naci Adigüzel', 'Cengiz Bozkurt', 'Hakan Karahan', 'Luenell', 'Nathan Rippy', 'Mylène Pilutik', 'Saruhan Sari', 'Mehmet Polat', 'Cengiz Daner', 'Melis Erman', 'Erkan Üçüncü', 'Michaël Vander-Meiren', 'Rochelle Gregorie', 'Emre Melemez', 'İlkay Akdağlı', 'Ahmet Orhan Ozcam', 'Tamer Avkapan']",Olivier Megaton,45000000.0,376141306.0,8.358695688888888
Crimes and Misdemeanors,1989-10-13,1989,6.645295,201.0,7.4,"['Woody Allen', 'Martin Landau', 'Anjelica Huston', 'Joanna Gleason', 'Alan Alda', 'Sam Waterston', 'Jerry Orbach', 'Jenny Nichols', 'Mia Farrow', 'Caroline Aaron', 'Daryl Hannah', 'Bill Bernstein', 'Claire Bloom', 'Stephanie Roth Haberle', 'Gregg Edelman', 'George J. Manos', 'Dolores Sutton', 'Donna Castellano', 'Kenny Vance', 'Jerry Zaks', 'Rebecca Schull', 'David S. Howard', 'Frances Conroy', 'Anna Berger', 'Sol Frieder', 'Hy Anzell', 'Sylvia Kauders', 'Victor Argo', 'Nora Ephron', 'Robin Bartlett', 'Nancy Cohen', 'Avner Eisenberg', 'Fred Melamed', ""Dylan O'Sullivan Farrow"", 'Mercedes Ruehl', 'Wanda Toscanini Horowitz', 'Maggie Wagner', 'Terry Walters', 'Grace Phillips']",Woody Allen,19000000.0,18254702.0,0.9607737894736842
Battlefield Earth,2000-05-10,2000,5.276926,259.0,3.0,"['John Travolta', 'Barry Pepper', 'Forest Whitaker', 'Kim Coates', 'Sabine Karsenti', 'Christian Tessier', 'Sylvain Landry', 'Michael Byrne', 'Richard Tyson', 'Christopher Freeman', 'Shaun Austin-Olsen', 'Tim Post', 'Earl Pastko', 'Michel Perron', 'Andy Bradshaw', 'Tait Ruppert']",Roger Christian,44000000.0,21400000.0,0.4863636363636364
Armour of God,1986-08-16,1986,7.278549,111.0,6.8,"['Jackie Chan', 'Alan Tam', 'Rosamund Kwan', 'Lola Forner', 'Božidar Smiljanić', 'Ken Boyle', 'John Ladalski', ""Robert O'Brien"", 'Marcia Chisholm', 'Boris Gregoric', 'Alicia Shonte', 'Vivian Wickliffe', 'Stephanie Evans', 'Linda Denley']",Jackie Chan,15000000.0,0.0,0.0
She's Out of My League,2010-03-11,2010,8.101247,544.0,5.9,"['Alice Eve', 'Jay Baruchel', 'Mike Vogel', 'Krysten Ritter', 'Debra Jo Rupp', 'Lindsay Sloane', 'Kim Shaw', 'Geoff Stults', 'T.J. Miller', 'Nate Torrence', 'Kyle Bornheimer', 'Jasika Nicole', 'Adam LeFevre', 'Andrew Daly']",Jim Field Smith,20000000.0,49779728.0,2.4889864
Hellraiser: Inferno,2000-10-03,2000,6.984609,101.0,5.3,"['Craig Sheffer', 'Nicholas Turturro', 'James Remar', 'Doug Bradley', 'Nicholas Sadler', 'Noelle Evans', 'Lindsay Taylor', 'Matt George', 'Michael Shamus Wiles', 'Sasha Barrese', 'Kathryn Joosten', 'Carmen Argenziano', 'Christopher Kriesa']",Scott Derrickson,2000000.0,0.0,0.0
Blinky™,2011-03-21,2011,1.750012,34.0,6.7,"['Max Records', 'Jenni Fontana', 'James Nardini', 'Caroline Rich', 'Corbin Timbrook', 'Skoti Collins', 'Joe Childs', 'Antal Kalik', 'Melissa Lee', 'Benny Shelton']",Ruairi Robinson,61733.0,0.0,0.0
Nighthawks,1981-03-17,1981,5.830675,87.0,6.4,"['Sylvester Stallone', 'Rutger Hauer', 'Billy Dee Williams', 'Lindsay Wagner', 'Persis Khambatta', 'Nigel Davenport', 'Hilary Thompson', 'Joe Spinell', 'Walter Mathews', 'E. Brian Dean', 'Sue Vanner']",Bruce Malmuth,5000000.0,19905359.0,3.9810718
The Canyons,2013-07-29,2013,4.281631,75.0,4.1,"['Lindsay Lohan', 'James Deen', 'Gus Van Sant', 'Nolan Gerard Funk', 'Amanda Brooks', 'Tenille Houston', 'Jarod Einsohn', 'Chris Zeischegg', 'Victor of Aquitaine', 'Jim Boeven', 'Philip Pavel', 'Lily LaBeau', 'Thomas Trussell', 'Alex Ashbaugh', 'Chris Schellenger', 'Lauren Schacher', 'Diana Gitelman', 'Andres De La Fuente']",Paul Schrader,250000.0,56825.0,0.2273
Cemetery Man,1994-03-25,1994,6.247819,105.0,7.0,"['Rupert Everett', 'François Hadji-Lazaro', 'Anna Falchi', 'Fabiana Formica', 'Mickey Knox', 'Barbara Cupisti', 'Michele Soavi', 'Clive Riche', 'Anton Alexander', 'Alessandro Zamattio', 'Katja Anton', 'Patrizia Punzo', 'Pietro Genuardi', 'Stefano Masciarelli', 'Vito Passeri', 'Renato Donis', 'Claudia Lawrence', 'Francesca Gamba', 'Elio Cesari', 'Maurizio Romoli', 'Maddalena Ischiale', 'Elena Fresco', 'Marijn Koopman']",Michele Soavi,4000000.0,0.0,0.0
Licence to Kill,1989-07-07,1989,11.137888,549.0,5.9,"['Timothy Dalton', 'Carey Lowell', 'Robert Davi', 'Talisa Soto', 'Anthony Zerbe', 'Frank McRae', 'David Hedison', 'Wayne Newton', 'Benicio del Toro', 'Anthony Starke', 'Everett McGill', 'Desmond Llewelyn', 'Pedro Armendáriz Jr.', 'Robert Brown', 'Grand L. Bush', 'Priscilla Barnes', 'Don Stroud', 'Caroline Bliss', 'Cary-Hiroyuki Tagawa', 'Alejandro Bracho', 'Guy De Saint Cyr', 'Rafer Johnson', 'Diane Hsu', 'Christopher Neame']",John Glen,32000000.0,156167015.0,4.88021921875
Supergirl,1984-11-19,1984,11.932675,108.0,4.7,"['Faye Dunaway', 'Helen Slater', ""Peter O'Toole"", 'Hart Bochner', 'Mia Farrow', 'Brenda Vaccaro', 'Marc McClure', 'Peter Cook', 'Matt Frewer', 'Kelly Hunter', 'Glory Annen', 'Maureen Teefy']",Jeannot Szwarc,35000000.0,14296438.0,0.40846965714285716
Runaway Bride,1999-07-30,1999,8.919469,472.0,5.8,"['Julia Roberts', 'Richard Gere', 'Joan Cusack', 'Rita Wilson', 'Héctor Elizondo', 'Christopher Meloni', 'Paul Dooley', 'Donal Logue', 'Sela Ward', 'Sandra Taylor', 'Tom Mason', 'Yul Vazquez', 'Reg Rogers', 'Jane Morris', 'Jean Schertler', 'Laurie Metcalf', 'Larry Miller', 'Shannon Wilcox']",Garry Marshall,70000000.0,309457509.0,4.420821557142857
Taxi,2004-10-06,2004,7.745017,245.0,4.8,"['Queen Latifah', 'Jimmy Fallon', 'Gisele Bündchen', 'Henry Simmons', 'Jennifer Esposito', 'Ann-Margret', 'Christian Kane', 'Ana Cristina Oliveira', 'Patton Oswalt', 'Ingrid Vandebosch', 'Magali Amadei', 'Boris McGiver', 'Adrian Martinez', 'Joe Lisi', 'GQ', 'Bryna Weiss', 'John Krasinski', 'Jeff Gordon']",Tim Story,25000000.0,36609966.0,1.46439864
Annabelle,2014-10-02,2014,23.242452,1588.0,5.5,"['Annabelle Wallis', 'Ward Horton', 'Tony Amendola', 'Alfre Woodard', 'Eric Ladin', ""Kerry O'Malley"", 'Brian Howe', 'Ivar Brogger', 'Gabriel Bateman', 'Shiloh Nelson', 'Morganna Bridgers', 'Michelle Romano', 'Paige Diaz', ""Tree O'Toole"", 'Trampas Thompson', 'Camden Singer', 'Keira Daniels', 'Richard Allan Jones', 'Christopher Shaw', 'Geoff Wehner', 'Sasha Sheldon', 'Robin Pearson Rose', 'Joseph Bishara']",John R. Leonetti,6500000.0,255273813.0,39.272894307692304
Sonny,2002-10-26,2002,4.387474,15.0,5.0,"['James Franco', 'Brenda Blethyn', 'Harry Dean Stanton', 'Mena Suvari', 'Nicolas Cage', 'Scott Caan']",Nicolas Cage,110.0,0.0,0.0
Broken City,2013-01-18,2013,12.136158,601.0,5.7,"['Mark Wahlberg', 'Russell Crowe', 'Catherine Zeta-Jones', 'Jeffrey Wright', 'Barry Pepper', 'Alona Tal', 'Natalie Martinez', 'Michael Beach', 'Kyle Chandler', 'James Ransone', 'Griffin Dunne', 'Britney Theriot', 'Odessa Sykes', 'Luis Tolentino', 'Tony Bentley', 'Andrea Frankle', 'William Ragsdale', 'Chance Kelly', 'Justin Chambers', 'Ric Reitz', 'Lydia Hull', 'Annika Pergament']",Allen Hughes,56000000.0,19701164.0,0.3518065
Chicken Run,2000-06-21,2000,11.834245,1190.0,6.5,"['Mel Gibson', 'Miranda Richardson', 'Timothy Spall', 'Imelda Staunton', 'Jane Horrocks', 'Phil Daniels', 'Lynn Ferguson', 'Tony Haygarth', 'Julia Sawalha', 'Benjamin Whitrow', 'John Sharian', 'Jo Allen', 'Lisa Kay', 'Laura Strachan']",Nick Park,45000000.0,224834564.0,4.996323644444445
The Borrowers,1997-12-05,1997,14.924667,136.0,5.8,"['John Goodman', 'Jim Broadbent', 'Celia Imrie', 'Tom Felton', 'Hugh Laurie', 'Bradley Pierce', 'Mark Williams', 'Ruby Wax', 'Doon Mackichan', 'Alex Winter', 'Raymond Pickard', 'Flora Newbigin', 'Aden Gillett', 'David Freeman', 'Patrick Monckton']",Peter Hewitt,29000000.0,0.0,0.0
By the Sea,2015-11-12,2015,12.61223,159.0,5.4,"['Angelina Jolie', 'Brad Pitt', 'Mélanie Laurent', 'Melvil Poupaud', 'Niels Arestrup', 'Richard Bohringer', 'Sarah Naudi', 'Marika Green', 'Aldo Buontempo', 'George Camilleri', 'Philippe Martinet', 'Francis Xuereb', 'Malcolm Beethans', 'Kathleen Beethans', 'Bjorn Kubin', 'Penny Dix', 'Arcadia Vodka', 'Indi Marceau Coppola', 'Anna Cachia', 'Frédéric Dessains']",Angelina Jolie,10000000.0,3727746.0,0.3727746
The Sweetest Thing,2002-04-12,2002,8.889064,286.0,5.3,"['Cameron Diaz', 'Christina Applegate', 'Thomas Jane', 'Selma Blair', 'Jason Bateman', 'Parker Posey', 'Frank Grillo', 'Eddie McClintock', 'James Mangold', 'Georgia Engel', 'Johnathon Schaech', 'Joe Bellan']",Roger Kumble,43000000.0,68696770.0,1.5975993023255814
Kill Me Again,1989-10-27,1989,2.713132,21.0,5.7,"['Val Kilmer', 'Joanne Whalley', 'Michael Madsen', 'Nick Dimitri', 'Pat Mulligan', 'Robert Schuch', 'Duane Tucker', 'Molly Flanegin', 'Dominic Dinino', 'Daniel Dorse', 'Michael Greene', 'Lee Wilkof', 'Joseph Carberry', 'Roy Kieffer', 'Michael Sharrett', 'Jon Gries', 'Jim Boeke']",John Dahl,4000000.0,0.0,0.0
Paddington,2014-11-27,2014,15.686837,899.0,7.0,"['Nicole Kidman', 'Peter Capaldi', 'Ben Whishaw', 'Michael Gambon', 'Imelda Staunton', 'Sally Hawkins', 'Julie Walters', 'Hugh Bonneville', 'Jim Broadbent', 'Matt Lucas', 'Matt King', 'Samuel Joslin', 'Daniel Westwood', 'Dominic Coleman', 'Simon Farnaby', 'Madeleine Harris', 'Tim Downie', 'Madeleine Worrall', 'Lottie Steer', 'Geoffrey Palmer', 'Theresa Watson', 'Michael Bond', 'Jude Wright', 'Kayvan Novak', 'Eddie Nestor', 'Iain Mitchell', 'Jonathan Derbyshire', 'Mary Roscoe', 'Llewella Gideon', 'Tarik Blake', 'Ross Boatman', 'Steve Oram', 'Tom Meeten', 'Alice Lowe', 'Will Smith', 'Toby Williams', 'Catherine Shepherd', 'Javier Marzan', 'Sean Bridgeman', 'Justin Edwards', 'Cleo Sylvestre', 'Gus Brown', 'Rufus Jones', 'Kenneth Hadley', 'David McKail', 'James Bachman', 'Steve Edge', 'Barry Ashton', 'Hamish MacColl', 'Lauren Barrand', 'Alexander Bracq', 'Ancuta Breaban', 'Asim Chaudhry', 'Bern Collaco', 'Faith Elizabeth', 'Nigel Genis', 'Kornelia Horvath', 'Denis Khoroshko', 'Shaz Lancaster', 'Jim Lawrence', 'Barrie Martin', 'Stuart Matthews', 'Matthew David McCarthy', 'George Newton', 'Jack Philips', 'Fabio Vollono', 'Julie Vollono', 'Vic Waghorn']",Paul King,55000000.0,259207227.0,4.712858672727273
Uncle Buck,1989-08-16,1989,8.13754,338.0,6.6,"['John Candy', 'Jean Louisa Kelly', 'Macaulay Culkin', 'Gaby Hoffmann', 'Amy Madigan', 'Elaine Bromka', 'Garrett M. Brown', 'Laurie Metcalf', 'Jay Underwood', 'Brian Tarantina', 'Mike Starr', 'Suzanne Shepherd', 'Dennis Cockrum', 'Anna Chlumsky', 'Ron Payne', 'Jane Vickerilla', 'William Windom', 'Patricia Arquette', 'Devon Odessa', 'Jack Blessing', 'Ryan Goldstein']",John Hughes,15000000.0,79258538.0,5.283902533333333
Behind Enemy Lines,2001-11-17,2001,11.185625,464.0,6.0,"['Owen Wilson', 'Gene Hackman', 'Gabriel Macht', 'Charles Malik Whitfield', 'David Keith', 'Olek Krupa', 'Joaquim de Almeida', 'Vladimir Mashkov', 'Marko Igonda', 'Eyal Podell', 'Geoff Pierson', 'Aernout Van Lynden', 'Sam Jaeger', 'Shane Johnson', 'Don Winston', 'Laurence Mason', 'Leon Russom', 'Todd Boyce', 'Dorothy Lucey']",John Moore,40000000.0,91753202.0,2.29383005
The Informers,2008-11-05,2008,6.675032,60.0,4.4,"['Billy Bob Thornton', 'Kim Basinger', 'Mickey Rourke', 'Winona Ryder', 'Jon Foster', 'Amber Heard', 'Rhys Ifans', 'Chris Isaak', 'Austin Nichols', 'Lou Taylor Pucci', 'Mel Raido', 'Brad Renfro', 'Theo Rossi', 'Suzanne Ford', 'Cameron Goodman', 'Angela Sarafyan', 'Katy Mixon', 'Jessica Stroup', 'Simone Kessell', 'Milena Arango', 'Kimberly Evan', 'Valentina Garcia', 'Anne Bergstedt Jordanova']",Gregor Jordan,18000000.0,382174.0,0.02123188888888889
Harold & Kumar Go to White Castle,2004-05-30,2004,8.344105,709.0,6.6,"['John Cho', 'Kal Penn', 'Paula Garcés', 'Neil Patrick Harris', 'David Krumholtz', 'Malin Åkerman', ""Brooke D'Orsay"", 'Steve Braun', 'Fred Willard', 'Robert Tinkler', 'Bobby Lee', 'Anthony Anderson', 'Ethan Embry', 'Eddie Kaye Thomas', 'Ryan Reynolds', 'Christopher Meloni']",Danny Leiner,9000000.0,23936908.0,2.6596564444444444
Fire Birds,1990-05-25,1990,2.65559,35.0,4.5,"['Nicolas Cage', 'Tommy Lee Jones', 'Sean Young', 'Bryan Kestner', 'Dale Dye', 'Illana Diamant', 'Peter Onorati', 'Marshall R. Teague', 'Gregory Vahanian', 'Cylk Cozart', 'Charles Kahlenberg', 'Robert Lujan', 'Charles Lanyer']",David Green,22000000.0,0.0,0.0
Paris Can Wait,2016-09-12,2016,8.966129,25.0,6.4,"['Diane Lane', 'Arnaud Viard', 'Alec Baldwin', 'Cédric Monnet', 'Linda Gegusch']",Eleanor Coppola,5000000.0,6700000.0,1.34
Silk,2007-09-14,2007,4.193073,56.0,5.6,"['Keira Knightley', 'Michael Pitt', 'Alfred Molina', 'Koji Yakusho', 'Sei Ashina', 'Miki Nakatani', 'Kenneth Welsh', 'Callum Keith Rennie', 'Mark Rendall', 'Martha Burns', 'Naoko Watanabe', 'Hiroshi Ôguchi', 'Toru Tezuka', 'Hiroya Morita', 'Akinori Ando', 'Jun Kunimura', 'Kanata Hongo', 'Taro Suwa']",François Girard,20000000.0,0.0,0.0
August Rush,2007-11-21,2007,8.874048,821.0,7.2,"['Freddie Highmore', 'Keri Russell', 'Jonathan Rhys Meyers', 'Terrence Howard', 'Robin Williams', 'William Sadler', 'Marian Seldes', 'Mykelti Williamson', 'Leon G. Thomas III', 'Aaron Staton', ""Alex O'Loughlin"", 'Jamia Simone Nash', 'Becki Newton', 'Ronald Guttman', 'Bonnie McKee', 'Michael Drayer', 'Megan Gallagher', 'Che Landon', ""Jamie O'Keeffe"", 'Tyler McGuckin', 'Anais Bonet', 'Bilal Bishop', 'Michael R. Hammonds II', 'Timmy Mitchum', 'Henry Caplan', 'John Knox', 'Amy V. Dewhurst', 'Victor Verhaeghe', 'Darrie Lawrence', 'Sean Haberle', 'Jamal Joseph', 'Robert Aberdeen', 'Georgia Creighton', 'Joshua Jaymz Doss', 'Craig Johnson', 'Dominic Colón', 'Paula Rittie', 'Paul Thornton', 'Jo Yang', 'Logan Anderson', 'Marc Alan Austen', 'Justin Ellis-Johnson', 'Tony Galtieri', 'Matt Gorsky', 'Gina Hernandez', 'Brian Hopson', 'Ryan Hutchins', 'David Kneeream', 'Koo Hye-sun', 'Bernadette Lords', 'Deirdre Lorenz', 'Lisa Maris', 'Robert Myers', 'Greg Nutcher', 'Antone Pagán', 'Vincent James Russo', 'Sybelle Silverphoenix', 'Stream', 'Christina Vinsick']",Kirsten Sheridan,25000000.0,66122026.0,2.64488104
Pumpkinhead,1988-06-09,1988,11.841506,108.0,5.9,"['Lance Henriksen', 'Jeff East', ""John D'Aquino"", 'Kimberly Ross', 'Joel Hoffman', 'Cynthia Bain', 'Kerry Remsen', 'Florence Schauffler', 'Brian Bremer', 'George Buck Flower', 'Matthew Hurley', 'Lee de Broux', 'Peggy Walton-Walker', 'Chance Michael Corbitt', 'Dick Warlock', 'Devon Odessa', 'Joseph Piro', 'Mayim Bialik', 'Jandi Swanson', 'Tom Woodruff Jr.']",Stan Winston,3500000.0,4385516.0,1.2530045714285714
Midnight in the Garden of Good and Evil,1997-11-21,1997,5.145907,161.0,6.3,"['John Cusack', 'Kevin Spacey', 'Jude Law', 'Alison Eastwood', 'Jack Thompson', 'Irma P. Hall', 'Paul Hipp', 'Lady Chablis', 'Kim Hunter', 'Geoffrey Lewis', 'Leon Rippy', 'Gary Anthony Williams', ""Michael O'Hagan"", 'Bob Gunton', 'Patrika Darbo', 'Anne Haney', 'Charles Black']",Clint Eastwood,35000000.0,25105255.0,0.717293
Suspect Zero,2004-08-27,2004,7.550891,99.0,5.5,"['Carrie-Anne Moss', 'Aaron Eckhart', 'Ben Kingsley', 'Harry Lennix', 'Kevin Chamberlin', 'Keith Campbell']",E. Elias Merhige,27000000.0,13000000.0,0.48148148148148145
Bound by Honor,1993-02-05,1993,6.398031,116.0,7.7,"['Дэмиан Чапа', 'Jesse Borrego', 'Benjamin Bratt', 'Enrique Castillo', 'Victor Rivers', 'Delroy Lindo', 'Tom Towles', 'Carlos Carrasco', 'Teddy Wilson', 'Raymond Cruz', 'Valente Rodriguez', 'Lanny Flaherty', 'Billy Bob Thornton', 'Geoffrey Rivas', 'Karmin Murcelo']",Taylor Hackford,35000000.0,0.0,0.0
Barely Legal,2011-01-01,2011,1.761457,23.0,3.7,"['Jeneta St. Clair', 'Lisa Younger', 'Melissa Johnston', 'Morgan Benoit', 'Myko Olivier', 'Matthew Keoki Miller', 'Lee Doud', 'Wolfie Trausch', 'Irec Hargrove', 'Alex Arleo', 'Joseph David-Jones', 'Andre Meadows', 'Erika Jordan', 'Natasha Rose Capener', 'Dylan Vox', 'Kevin Yarbrough', 'Rachel Riley', 'Tanya Giang', 'Maren Lewis', 'Ronnie Alvarez', 'Quron Keith', 'Paton Ashbrook', 'Bruna Rubio', 'Annie Cruz', 'Melissa Jacobs', 'Samuel Fragoza']",Jose Montesinos,1000000.0,0.0,0.0
The Philly Kid,2012-05-11,2012,1.768855,18.0,4.8,"['Devon Sawa', 'Wes Chatham', 'Sarah Butler', 'Neal McDonough', 'Lucky Johnson', 'Chris Browning', 'Adam Mervis', 'Bernard Hocke', 'Ava Bogle', 'Eric Scott Woods', 'Michael Jai White', 'Andrew Sensenig', 'Rich Clementi']",Jason Connery,5000000.0,0.0,0.0
The Other Side of Heaven,2001-04-12,2001,1.782377,14.0,6.7,"['Christopher Gorham', 'Anne Hathaway', 'Joe Folau', 'Miriama Smith']",Mitch Davis,7000000.0,4720371.0,0.6743387142857142
Retrograde,2004-11-02,2004,1.755974,12.0,2.9,"['Dolph Lundgren', 'Silvia De Santis', 'Joe Montana', 'Gary Daniels', 'Joey Sagal', 'Ken Samuels', 'David Jean Thomas', 'Jamie Treacher', 'Marco Lorenzini', 'Scott Joseph', 'Adrian Sellars', 'James Chalke', 'Nicolas de Pruyssenaere', 'Dean Gregory', 'Derek Kueter']",Christopher Kulikowski,2000000.0,0.0,0.0
Underground,1995-04-11,1995,14.587894,143.0,7.5,"[""Predrag 'Miki' Manojlović"", 'Lazar Ristovski', 'Mirjana Joković', 'Slavko Štimac', 'Ernst Stötzner', 'Srđan Todorović', 'Mirjana Karanović', 'Milena Pavlović', ""Danilo 'Bata' Stojković"", 'Borivoje Todorović', 'Davor Dujmović', 'Nele Karajlić', 'Branislav Lečić', 'Dragan Nikolić', 'Erol Kadić', 'Predrag Zagorac', 'Hark Bohm', 'Petar Kralj', 'Branko Cvejić', 'Josif Tatić', 'Zdena Hurtocakova', 'Albena Stavreva', 'Tanja Kecman', 'Елизабета Ђорђевска', 'Peter Mountain', 'Mirsad Tuka', 'Batica Nikalic', 'Desa Biogradlija', 'Zoran Miljković', 'Rick Dano', 'Radovan Marković', 'Ljiljana Jovanović', 'Anja Popović']",Emir Kusturica,14000000.0,0.0,0.0
Fear and Loathing in Las Vegas,1998-05-22,1998,9.220346,1321.0,7.2,"['Johnny Depp', 'Benicio del Toro', 'Tobey Maguire', 'Christina Ricci', 'Ellen Barkin', 'Gary Busey', 'Cameron Diaz', 'Mark Harmon', 'Katherine Helmond', 'Michael Jeter', 'Penn Jillette', 'Craig Bierko', 'Lyle Lovett', 'Laraine Newman', 'Harry Dean Stanton', 'Tim Thomerson', 'Flea', 'Christopher Meloni', 'Troy Evans', 'Debbie Reynolds', 'Jenette Goldstein', 'Verne Troyer', 'Gregory Itzin', 'Buck Holland', 'Richard Riehle', 'Mary Gillis', 'Elenn Barkin', 'Hunter S. Thompson']",Terry Gilliam,18500000.0,10680275.0,0.5773121621621622
Welcome to the Jungle,2013-04-27,2013,6.381313,135.0,4.9,"['Jean-Claude Van Damme', 'Adam Brody', 'Rob Huebel', 'Kristen Schaal', 'Megan Boone', 'Bianca Bree', 'Aaron Takahashi', 'Robert Peters', 'Eric Edelstein', 'Dennis Haysbert', 'Brian Tester', 'Juan C. Defendini', 'Zev Glassenberg', 'Tommy Kavelin', 'Michael J. Morris', 'Teeadora Paz', 'Mark Sherman', 'Kristopher Van Varenberg']",Rob Meltzer,3500000.0,0.0,0.0
28 Weeks Later,2007-04-26,2007,12.884191,1225.0,6.5,"['Imogen Poots', 'Robert Carlyle', 'Rose Byrne', 'Jeremy Renner', 'Harold Perrineau', 'Catherine McCormack', 'Idris Elba', 'Mackintosh Muggleton', 'Amanda Walker', 'Shahid Ahmed', 'Garfield Morgan', 'Emily Beecham', 'Beans El-Balawi', 'Meghan Popiel', 'Stewart Alexander', 'Philip Bulcock', 'Chris Ryman', 'Tristan Tait', 'William Meredith', 'Matt Reeves', 'Thomas Garvey', 'Tom Bodell', 'Andrew Byron', 'Sarah Finigan', 'Roderic Culver', 'Maeve Malley-Ryan', 'Ed Coleman', 'Karen Meagher', 'Amanda Lawrence', 'Drew Rhys-Williams', 'Raymond Waring', 'Kish Sharma', 'Jane Thorne', 'Dean Alexandrou', 'Didier Dell Benjamin', 'Gareth Clarke', 'James Fiddy', 'Tommy Gunn', 'Daniel Jefferson', 'Debbie Kurup', 'Selina Lo', 'João Costa Menezes', 'Jane Osborn', 'Jude Poyer', 'Joseph Ripley', 'Simon Delaney', 'Stuart Adams', 'Daniel Baggs', 'Katie Borland', 'Jason Curle', 'Laine Edwards', 'Pip Henderson']",Juan Carlos Fresnadillo,15000000.0,64238440.0,4.282562666666666
Igor,2008-09-19,2008,9.369432,154.0,5.6,"['John Cusack', 'Myleene Klass', 'Robin Walsh', 'Matt McKenna', 'John Cleese', 'Steve Buscemi', 'Sean Hayes', 'Eddie Izzard', 'Jay Leno', 'Jennifer Coolidge', 'Molly Shannon', 'James Lipton', 'Christian Slater', 'Arsenio Hall', 'Jess Harnell', 'Zoë Bright', 'Sophia Eraklis', 'A. Cheron Hall', 'Alexander Leondis', 'Michael Leondis', 'Nicole Leondis', 'Juliana Leondis', 'Robin Tisserand', 'Paul Vogt']",Anthony Leondis,25000000.0,30000000.0,1.2
Gemma Bovery,2014-09-10,2014,5.105914,86.0,6.2,"['Gemma Arterton', 'Jason Flemyng', 'Fabrice Luchini', 'Elsa Zylberstein', 'Isabelle Candelier', 'Niels Schneider', 'Mel Raido', 'Pip Torrens', 'Kacey Mottet Klein', 'Edith Scob', 'Philippe Uchan', 'Pascale Arbillot', 'Marie-Bénédicte Roy', 'Christian Sinniger', 'Pierre Alloggia', 'Patrice Le Mehauté', 'Marianne Viville', 'Jean-Yves Freyburger']",Anne Fontaine,9700000.0,154701.0,0.015948556701030927
Red Tails,2012-01-19,2012,7.145835,180.0,5.9,"['Bryan Cranston', 'David Oyelowo', 'Cuba Gooding Jr.', 'Daniela Ruah', 'Terrence Howard', 'Andre Royo', 'Robert Kazinsky', 'Lee Tergesen', 'Matthew Leitch', 'Michael B. Jordan', 'Method Man', 'Gerald McRaney', 'Matthew Marsh', 'Barnaby Kay', 'Chris Riedell', 'Leslie Odom Jr.']",Anthony Hemingway,58000000.0,50365377.0,0.8683685689655173
